Timestamp;TARMA;TULUMAYO;SHEQUE;TAMBORAQUE
23/10/2022;5.67;38.96;4.11;5.21
24/10/2022;6.28;37.96;3.92;5.18
25/10/2022;6.04;34.83;3.84;5.17
26/10/2022;5.65;31.63;5;5.17
27/10/2022;5.68;31.67;5.63;5.17
28/10/2022;5.26;28.33;3.68;5.14
29/10/2022;5.2;26.5;4.08;5.14
30/10/2022;5.52;25.5;3.58;5.09
31/10/2022;5.39;25.67;4.1;5.15
1/11/2022;5.42;26.08;4.3;5.46
2/11/2022;7.05;31.83;4.45;5.49
3/11/2022;6.93;28.17;4.19;5.51
4/11/2022;6.69;26;3.73;5.5
5/11/2022;5.48;23.96;3.06;5.56
6/11/2022;5.16;25.04;3.61;5.49
7/11/2022;5.31;26.42;4.14;5.48
8/11/2022;4.98;26.88;3.77;5.46
9/11/2022;4.81;31.92;3.71;5.51
10/11/2022;5.88;36.71;3.7;5.45
11/11/2022;5.11;35.7;3.38;5.43
12/11/2022;5.08;27.17;3.89;5.42
13/11/2022;4.97;24.17;3.36;5.43
14/11/2022;5.37;24.63;3.68;5.48
15/11/2022;5.02;25.13;3.8;5.35
16/11/2022;9.58;29.33;3.69;5.63
17/11/2022;7.16;32.13;3.51;5.39
18/11/2022;6.1;24.5;3.25;5.34
19/11/2022;5.79;24.58;3.77;5.32
20/11/2022;5.57;24.21;3.56;5.29
21/11/2022;5.32;23.79;3.42;5.32
22/11/2022;5.45;23.54;3.28;5.32
23/11/2022;5.73;25.63;3.3;5.32
24/11/2022;5.73;31.08;2.76;5.39
25/11/2022;6.13;39;3.82;5.82
26/11/2022;6.08;30.38;4.23;5.97
27/11/2022;5.65;25.17;4.22;5.9
28/11/2022;5.49;24.5;4.58;5.89
29/11/2022;5.38;23.46;3.88;6.12
30/11/2022;4.88;26.13;3.6;5.97
1/12/2022;4.67;24.63;3.37;6.01
2/12/2022;4.67;24;3.05;5.84
3/12/2022;4.58;35.38;3.25;5.82
4/12/2022;4.34;25.67;3.13;5.3
5/12/2022;4.65;25.21;3.51;6.26
6/12/2022;4.69;25.08;3.11;6.02
7/12/2022;4.67;24.63;2.76;5.97
8/12/2022;4.44;23.33;2.9;6.2
9/12/2022;4.94;24.17;2.97;6.69
10/12/2022;7.67;34.75;3.26;6.4
11/12/2022;6.04;29.75;2.97;6.01
12/12/2022;6.64;42.79;4.48;6.92
13/12/2022;11.65;52.46;4.7;6.94
14/12/2022;11.28;52.79;4.66;8.77
15/12/2022;8.56;41.58;3.58;9.73
16/12/2022;13.44;78.79;5.48;9.2
17/12/2022;12.08;75.79;5.51;10.69
18/12/2022;13.81;78.83;8.51;13.53
19/12/2022;16.6;82;5.77;11.99
20/12/2022;12.01;95.67;6;10.33
21/12/2022;10.5;80.88;6.2;8.89
22/12/2022;9.6;66.67;4.47;9.41
23/12/2022;8.2;57.79;5.17;11.72
24/12/2022;7.44;53.17;5.71;13.23
25/12/2022;7.33;66.67;6.1;12.63
26/12/2022;8.27;109.29;11.48;13.89
27/12/2022;10.07;88.29;8.88;13.37
28/12/2022;8.33;61.75;5.02;12.33
29/12/2022;7.73;58.17;5.7;11.79
30/12/2022;7.18;64.13;7.02;12.03
31/12/2022;7.72;112.33;9.37;13.59
1/1/2023;9.05;100.38;9.26;15.08
2/1/2023;8.17;87.38;11.27;16.85
3/1/2023;7.45;83.42;13.71;17.31
4/1/2023;7.8;98;13.26;19.67
5/1/2023;7.81;89.33;11.79;16.81
6/1/2023;8.58;93.29;10.67;14.48
7/1/2023;8.09;74.58;10.77;14.58
8/1/2023;7.64;63.75;8.88;13.53
9/1/2023;7.65;61.21;10.25;13.16
10/1/2023;9.34;63.04;10.22;12.95
11/1/2023;8.9;63.54;9.76;13.41
12/1/2023;8.91;68.13;8.84;12.76
13/1/2023;7.58;55;8.83;12.06
14/1/2023;7.38;56.25;7.32;11.82
15/1/2023;7.45;50.75;6.61;11.07
16/1/2023;7.28;50.88;5.3;11.84
17/1/2023;6.87;48.63;7.67;11.96
18/1/2023;7.01;57.13;10.86;14.55
19/1/2023;18.3;95;13.09;17.39
20/1/2023;42.76;108;14.42;17.74
21/1/2023;36.31;109.17;13.71;16.85
22/1/2023;22.61;75.21;11.32;14.9
23/1/2023;20.36;74.38;10.59;13.49
24/1/2023;15.29;64.88;9.72;12.69
25/1/2023;13.69;72.13;9.76;12.77
26/1/2023;12.62;82.17;10.48;12.76
27/1/2023;12.83;118.42;10.26;12.26
28/1/2023;12.09;117.42;11.59;14.1
29/1/2023;12.01;93.38;12.74;15.2
30/1/2023;19.1;205.67;10.81;15.21
31/1/2023;17.52;128.21;10.59;14.34
1/2/2023;18.38;152.54;10.28;14.44
2/2/2023;18.13;165.67;13.11;18
3/2/2023;18.94;192.04;16.31;22.68
4/2/2023;21.94;187.96;17.51;29.52
5/2/2023;32.92;179.88;18.58;36.26
6/2/2023;41.65;245.67;21.25;34.91
7/2/2023;31.8;193.17;19.63;27.2
8/2/2023;23.46;148.71;15.78;21.36
9/2/2023;23.61;139.88;13.11;20.7
10/2/2023;26.13;145.42;15.56;23
11/2/2023;28.03;165.67;13.48;21.96
12/2/2023;31.38;176.75;12.55;21.95
13/2/2023;26.92;160.63;14.63;24.7
14/2/2023;22.29;134.79;15.98;25.31
15/2/2023;24.85;133.71;17.67;27.11
16/2/2023;21.79;131.5;20.64;27.86
17/2/2023;27.78;151.96;22.93;30.3
18/2/2023;51.88;168.54;28.03;38.28
19/2/2023;84.42;354.92;28.5;40.81
20/2/2023;57.53;235.46;25.65;37.34
21/2/2023;38.19;202.17;26.34;40.39
22/2/2023;28.52;175.79;22.97;38.63
23/2/2023;28.6;140.58;22.02;34.34
24/2/2023;32.9;122.63;24.68;33.46
25/2/2023;27.31;115.29;24.08;32.64
26/2/2023;24.4;113.42;20.32;32.42
27/2/2023;22.1;114.42;21.38;29.28
28/2/2023;34.12;135.58;17.89;26.97
1/3/2023;33.78;115.21;14.83;25.33
2/3/2023;27.81;100.5;14.61;23.36
3/3/2023;31.45;112.67;12.98;21.27
4/3/2023;28.05;102.67;11.46;19.75
5/3/2023;22.89;94;11.29;19.74
6/3/2023;24.08;92.75;13.45;23.5
7/3/2023;21.28;82.08;13.38;23.29
8/3/2023;19.33;81.75;13.22;25.36
9/3/2023;18.96;93.75;13.09;25.58
10/3/2023;34.71;110.63;16.57;29.3
11/3/2023;33.94;139.75;20.96;30.75
12/3/2023;38.58;147.13;26.66;37.29
13/3/2023;54.62;128.96;27.85;38.03
14/3/2023;34.33;103.88;26.25;34.06
15/3/2023;29.68;96.54;27.08;34.93
16/3/2023;28.58;94.21;28.17;37.92
17/3/2023;40.32;128.33;25.57;37.71
18/3/2023;40.15;122.75;25.96;35.67
19/3/2023;35.91;128.88;29.54;37.33
20/3/2023;34.08;114.38;28.31;32.6
21/3/2023;50.66;103.13;24.81;29.42
22/3/2023;31.22;105.71;22.24;27.44
23/3/2023;27.31;114.25;18.55;25.68
24/3/2023;27.95;152.5;17.64;24.26
25/3/2023;45.52;214.08;17.91;23.81
26/3/2023;47.23;155.92;14.9;26.84
27/3/2023;55.64;265.71;14.08;22.27
28/3/2023;45.73;170;10.52;21.82
29/3/2023;39.23;157.04;18.12;22.35
30/3/2023;37.42;167.46;18.51;21.46
31/3/2023;37.83;145.17;19.53;21.49
1/4/2023;58.46;158.83;16.23;22.24
2/4/2023;44.89;141.25;15.3;22.03
3/4/2023;39.77;141.67;14.33;21.61
4/4/2023;31.72;111.42;16.19;22
5/4/2023;28.31;122.13;16.15;22.21
6/4/2023;26.27;101.25;14.79;21.76
7/4/2023;26.53;111.71;13.74;20.35
8/4/2023;27.5;116.54;13.54;19.38
9/4/2023;25.9;113.96;12.97;19.3
10/4/2023;23.22;106.13;14.72;18.22
11/4/2023;20.68;91.75;13.18;17.39
12/4/2023;18.55;84.08;11.77;16.84
13/4/2023;18.35;79.67;12.92;16.88
14/4/2023;17.46;80.21;12.34;18.53
15/4/2023;16.88;73.04;11.66;17.03
16/4/2023;18;103.92;14.13;15.48
17/4/2023;18.52;85.58;13.24;15.5
18/4/2023;17.94;76.04;12.43;16.12
19/4/2023;16.58;68.33;10.41;14.21
20/4/2023;16.63;74.17;10.79;10.63
21/4/2023;16.89;84.25;10.43;16.08
22/4/2023;15.24;66.54;10.26;12.3
23/4/2023;14.67;60.88;9.08;16.17
24/4/2023;13.8;57.46;9.71;11.85
25/4/2023;13.73;54.08;5.17;15.38
26/4/2023;13.35;51.25;7.08;14.66
27/4/2023;12.42;50.5;7.17;12.73
28/4/2023;12.27;49.75;6.41;14.68
29/4/2023;12.26;46.96;7.3;14.67
30/4/2023;12.04;45;5.94;15.13
1/5/2023;11.29;44.96;6.71;14.18
2/5/2023;10.81;44.21;6.23;13.95
3/5/2023;10.61;45.67;5.83;13.77
4/5/2023;10.52;42.35;6.43;13.66
5/5/2023;10.22;46.5;6.46;13.11
6/5/2023;11.43;51.92;6.26;13.73
7/5/2023;17.83;113.79;5.8;13.97
8/5/2023;36.44;249.25;7.14;14.26
9/5/2023;49.47;228.88;8.94;14.28
10/5/2023;33.61;160.71;12.63;13.77
11/5/2023;24.69;102.92;7.53;13.3
12/5/2023;24.06;100.21;5.15;13.14
13/5/2023;21.3;87.29;7.4;13.57
14/5/2023;19.11;77.46;5.26;13.14
15/5/2023;17.29;68.25;5.6;12.82
16/5/2023;15.57;60.5;4.33;12.14
17/5/2023;14.61;58.23;5.22;11.64
18/5/2023;13.28;51.79;3.68;11.53
19/5/2023;12.69;48.46;5.82;11.15
20/5/2023;12.63;46.42;3.58;11.03
21/5/2023;12.53;44.58;4.06;10.86
22/5/2023;12.08;44.13;5.53;10.63
23/5/2023;11.52;44.67;4.18;10.9
24/5/2023;11.06;47.33;4.86;10.47
25/5/2023;12.76;54.33;4.57;10.48
26/5/2023;12.9;47.13;5.3;10.47
27/5/2023;12.97;44.29;5.47;10.36
28/5/2023;14.18;43.42;4.77;10.31
29/5/2023;13.75;43.83;5.9;10.25
30/5/2023;12.32;42.46;5.55;9.99
31/5/2023;11.3;43.33;4.92;9.51
1/6/2023;10.63;42.71;4.12;9.37
2/6/2023;9.98;40;4.7;9.62
3/6/2023;9.7;39.75;4.68;9.34
4/6/2023;9.4;39.21;4.11;9.11
5/6/2023;9.28;38.54;4.18;8.81
6/6/2023;8.81;36.96;4.9;8.59
7/6/2023;8.88;36;4.66;8.33
8/6/2023;8.76;36.58;3.98;8.27
9/6/2023;8.89;33.29;4;8.7
10/6/2023;8.55;35.42;4.23;8.69
11/6/2023;8.7;33.88;4.11;8.51
12/6/2023;8.76;32.52;4.1;8.46
13/6/2023;8.52;33.04;4.67;8.07
14/6/2023;8.47;35.42;4.3;8.51
15/6/2023;8.72;37.88;5.24;8.41
16/6/2023;8.73;34.88;5.41;8.44
17/6/2023;8.5;32.09;5.39;8.15
18/6/2023;8.37;30.75;4.69;7.99
19/6/2023;8.28;30;5.03;8.07
20/6/2023;7.77;30;5;7.96
21/6/2023;7.68;29.92;4.66;7.95
22/6/2023;7.58;29.88;4.59;7.74
23/6/2023;7.46;29.17;4.97;7.43
24/6/2023;7.59;27.83;4.39;7.7
25/6/2023;7.54;28;4.29;7.43
26/6/2023;7.4;27.21;4.08;7.28
27/6/2023;7.06;27.25;4.05;7.34
28/6/2023;7.02;26.63;2.78;7.67
29/6/2023;7.13;27;3.47;7.33
30/6/2023;7.2;27.04;3.86;7.76
1/7/2023;7.22;26.92;5.1;7.38
2/7/2023;7.29;26;4.69;7.39
3/7/2023;6.86;25.42;4.58;7.11
4/7/2023;6.73;24.5;4.4;6.86
5/7/2023;6.68;24;5.33;6.95
6/7/2023;6.51;24;3.12;6.98
7/7/2023;6.47;24;3.51;7.22
8/7/2023;6.44;24;3.85;7.12
9/7/2023;6.5;23.63;4.55;7.1
10/7/2023;6.46;23.21;5.15;6.95
11/7/2023;6.33;23;5.51;7.42
12/7/2023;6.27;23;5.8;6.78
13/7/2023;6.32;23;4.11;6.74
14/7/2023;6.2;23;3.63;6.68
15/7/2023;6.22;23;4.56;6.69
16/7/2023;6.84;23;3.75;6.65
17/7/2023;6.58;23;4.62;6.56
18/7/2023;6.22;23;4.33;6.47
19/7/2023;6.18;23;3.65;6.45
20/7/2023;6.3;23;4.15;6.27
21/7/2023;6.29;22.42;4.3;6.27
22/7/2023;6.09;22;3.88;6.33
23/7/2023;6.1;22;4.05;6.14
24/7/2023;5.84;22;3.81;6.43
25/7/2023;5.98;22;3.25;5.95
26/7/2023;5.92;22;2.83;6.16
27/7/2023;5.91;22;4.11;6.16
28/7/2023;5.85;22;5.02;6.42
29/7/2023;6.45;26.04;4.65;6.4
30/7/2023;6.77;23.79;3.8;6.1
31/7/2023;6.28;26.21;3.86;5.53
1/8/2023;5.8;24.33;2.73;6.77
2/8/2023;5.71;24;4.45;5.64
3/8/2023;5.62;24;4.13;6.15
4/8/2023;5.67;24.33;3.82;6.03
5/8/2023;5.86;24.54;3.97;6.28
6/8/2023;6.27;23.42;4.31;6.41
7/8/2023;6.23;23.08;3.97;6.17
8/8/2023;6.05;23.38;3.75;6.17
9/8/2023;5.65;23;4.93;6.27
10/8/2023;5.58;23;5.4;6.05
11/8/2023;5.6;23.33;5.14;6.6
12/8/2023;5.53;23;3.88;6.14
13/8/2023;6.29;23.54;4.15;6.37
14/8/2023;6.65;29.54;4.77;6.32
15/8/2023;5.98;25.88;4.56;6.16
16/8/2023;6.01;23.74;3.04;6.01
17/8/2023;5.78;23;3.9;6.56
18/8/2023;5.64;22.42;3.37;6.41
19/8/2023;5.47;22;3.97;6.1
20/8/2023;5.39;22;4.57;5.98
21/8/2023;5.42;22;3.84;5.91
22/8/2023;5;22;4.28;5.82
23/8/2023;5.13;22;4.46;5.83
24/8/2023;5.02;21.5;4.42;5.9
25/8/2023;5.06;21;3.9;5.93
26/8/2023;5.08;21;3.85;5.3
27/8/2023;5.1;21;3.06;5.96
28/8/2023;5.47;21;2.97;6.08
29/8/2023;5.14;21;2.77;6.09
30/8/2023;4.86;21;2.82;6.33
31/8/2023;5;21;3.55;6.57
1/9/2023;5.03;20.38;3.23;6.01
2/9/2023;4.89;20;3.67;6.35
3/9/2023;5.45;20;3.63;5.74
4/9/2023;5.2;21.04;4.06;6.22
5/9/2023;5.2;22;3.33;6.13
6/9/2023;5.28;23.67;3.74;6.02
7/9/2023;5.63;37.79;2.61;6.15
8/9/2023;5.66;27.29;2.64;6.65
9/9/2023;5.53;25.58;3.54;5.56
10/9/2023;5.38;24.88;3.73;5.32
11/9/2023;5.33;24;3.29;5.69
12/9/2023;5.12;22.79;3.11;5.69
13/9/2023;5.02;22;2.62;5.68
14/9/2023;5.66;21.42;3.06;5.62
15/9/2023;5.43;21;3.83;5.77
16/9/2023;5.03;21;4.18;5.83
17/9/2023;5.31;22.79;2.96;5.83
18/9/2023;6.45;33.08;3.72;5.92
19/9/2023;6.36;39.71;3.68;6.33
20/9/2023;6.22;31.67;3.07;6.55
21/9/2023;5.9;37.75;3.1;6.79
22/9/2023;5.58;26.96;2.99;6.26
23/9/2023;5.41;25.5;3.83;5.68
24/9/2023;5.48;26.63;3.29;5.94
25/9/2023;5.11;24.88;3.39;5.8
26/9/2023;5;23.67;2.83;5.73
27/9/2023;4.84;23;2.92;5.75
28/9/2023;4.89;23;2.77;5.72
29/9/2023;5.18;24.79;4.76;5.95
30/9/2023;7.78;28.5;4.38;5.85
1/10/2023;6.84;24.96;3.67;5.86
2/10/2023;6.37;29.46;6.77;7.64
3/10/2023;6.55;40.42;6.44;9.32
4/10/2023;7.37;34.04;5.15;7.55
5/10/2023;6.58;31.79;4.96;7.14
6/10/2023;5.85;28.5;4.09;6.66
7/10/2023;5.98;25.38;3.77;6.48
8/10/2023;8.3;32.79;3.95;6.29
9/10/2023;18.21;70.21;3.74;6.42
10/10/2023;20.86;100.79;4.78;7.31
11/10/2023;15.92;64.58;4.22;7.32
12/10/2023;11.17;43.63;3.93;7.13
13/10/2023;10.25;41.54;3.56;6.92
14/10/2023;14.99;48.96;3.1;6.42
15/10/2023;12.58;46.04;3.92;6.23
16/10/2023;11.75;47.08;4.4;5.96
17/10/2023;12.4;60.5;4.22;6.28
18/10/2023;12.63;53.58;4.87;6.86
19/10/2023;11.65;48.42;3.88;6.56
20/10/2023;11.44;46.21;3.28;6.96
21/10/2023;16.01;70.75;3.67;7.1
22/10/2023;12.77;53.25;3.5;6.87
23/10/2023;10.77;46.96;3.32;6.74
24/10/2023;9.32;44;2.62;6.88
25/10/2023;9.08;49.5;5.86;9.42
26/10/2023;9.38;51.67;7.23;13.67
27/10/2023;9.23;45.88;6.75;13.24
28/10/2023;9.54;45.87;4.47;9.56
29/10/2023;9.36;49.21;5.3;8.63
30/10/2023;8.15;72.09;8.14;9.14
31/10/2023;7.63;80.25;5.1;7.46
1/11/2023;7.63;80.25;4.28;7.34
2/11/2023;7.01;58.04;3.82;6.98
3/11/2023;6.5;50.04;4.06;6.87
4/11/2023;8.48;58.5;3.51;6.81
5/11/2023;9.27;93.08;4.8;6.73
6/11/2023;9.22;91.5;6.92;8.74
7/11/2023;8.3;58;3.6;7.3
8/11/2023;7.48;52.79;4.78;7.13
9/11/2023;7.1;58.79;4.86;6.98
10/11/2023;8.03;60.04;4.08;6.87
11/11/2023;7.44;74.08;3.99;6.48
12/11/2023;7.42;70.5;4.13;6.44
13/11/2023;7.3;62.79;4.91;6.82
14/11/2023;8.32;69.13;5.37;6.97
15/11/2023;8.72;73.04;4.94;7.07
16/11/2023;10.1;108.46;5.36;7.56
17/11/2023;9.24;104.33;5.11;8.03
18/11/2023;9.77;97.13;6.53;9.79
19/11/2023;10.03;85.04;8.61;9.18
20/11/2023;9.4;80.21;6.74;8.99
21/11/2023;9.67;69.63;5.83;8.48
22/11/2023;8.32;63.46;4.14;7.45
23/11/2023;7.85;70.67;4.23;7.65
24/11/2023;9.14;79.88;5.3;8.11
25/11/2023;12.39;115;6.48;10.22
26/11/2023;16.38;131.54;8.35;12.44
27/11/2023;17.04;129.25;8.4;12.5
28/11/2023;16.44;103.08;9.24;12.97
29/11/2023;17.73;116.54;8.64;13.44
30/11/2023;16.12;114.83;9.47;12.03
1/12/2023;18.34;149.13;11.7;14.65
2/12/2023;18.64;144.21;16.88;29.17
3/12/2023;17.2;129.67;13.81;26.94
4/12/2023;15.63;111.46;12.49;19.09
5/12/2023;14.7;125.58;10.95;15.87
6/12/2023;13.33;111.88;9.9;16.54
7/12/2023;12.33;102.75;9.89;14.53
8/12/2023;13.22;101.13;10.29;13.3
9/12/2023;22.38;117.67;9.05;13.13
10/12/2023;14.63;95.13;12.66;17.78
11/12/2023;13.51;94.17;13.24;25.69
12/12/2023;12.8;92.67;13.81;22.14
13/12/2023;12.08;116.5;11.61;17.7
14/12/2023;17.28;149.92;11.63;18.4
15/12/2023;26.25;185.08;11.51;20.52
16/12/2023;34.88;248.54;11.2;19.19
17/12/2023;25.17;194.63;14.1;21.18
18/12/2023;20.41;150;13.03;19.76
19/12/2023;20.14;129.63;15.24;22.85
20/12/2023;18.64;160.54;18.08;25.74
21/12/2023;16.55;119.71;15.15;21.43
22/12/2023;22.14;115.63;12.1;17.93
23/12/2023;27.45;114.29;11.56;16.34
24/12/2023;18.83;95.25;11.91;16.55
25/12/2023;20.96;96.88;12.79;16.63
26/12/2023;22.01;95.58;14.07;16.59
27/12/2023;34.67;125.38;14.37;16.47
28/12/2023;32.46;132.79;16.01;20.38
29/12/2023;23.55;115.54;22.42;27.42
30/12/2023;21.31;121.21;22.7;29.61
31/12/2023;22.86;122.29;22.99;34.96
1/1/2024;27.13;127.25;25.13;39.17
2/1/2024;62.65;212.63;25.35;34.91
3/1/2024;51.69;182.5;24.46;34.82
4/1/2024;49.71;155.54;21.78;32.94
5/1/2024;40.48;214.29;20.46;30.77
6/1/2024;43.51;196.21;18.83;29.85
7/1/2024;29.95;153.04;16.4;26.78
8/1/2024;25.24;126.92;14.88;24.22
9/1/2024;28.37;122.96;13.13;23.73
10/1/2024;27.04;109.92;13.04;22.13
11/1/2024;22;98.21;14.27;20.77
12/1/2024;20.23;97.92;20.96;25.75
13/1/2024;18.44;96.04;27.03;33.64
14/1/2024;23.3;125.92;24.79;37.63
15/1/2024;25.4;116.63;24.3;34.18
16/1/2024;24.06;115.21;18.67;30.2
17/1/2024;23.21;125.67;21.74;33.37
18/1/2024;51.2;237.58;22.64;31.21
19/1/2024;47.45;187.21;19.49;35.88
20/1/2024;36.49;157.04;21.13;30.04
21/1/2024;30.34;145.96;22.56;30.78
22/1/2024;27.79;142.38;21.55;30.28
23/1/2024;25.53;131.13;21.1;28.12
24/1/2024;22.07;131.63;19.6;26.35
25/1/2024;30.02;142.46;19.13;25.83
26/1/2024;28.85;133.46;21.76;27.08
27/1/2024;34.89;154.88;18.62;27.96
28/1/2024;30.29;170.42;21.28;35.15
29/1/2024;42.52;200.92;25.21;38.2
30/1/2024;50.69;193.08;25.27;36.5
31/1/2024;77.32;273.67;25.43;38.39
1/2/2024;55.11;188.92;26.46;37.51
2/2/2024;42.21;165.38;23.37;34.31
3/2/2024;46.21;152.67;21.13;32.11
4/2/2024;39.04;144.67;19.9;28.83
5/2/2024;35.05;127.21;19.29;28.13
6/2/2024;27.91;114.46;15.26;25.58
7/2/2024;29.24;115.33;14.43;24.48
8/2/2024;26.76;116.58;14.38;23.46
9/2/2024;26.1;117.54;13.49;23.25
10/2/2024;26.28;117.88;12.45;22.02
11/2/2024;23.8;109.54;9.85;20.86
12/2/2024;21.66;105.42;9.6;20.19
13/2/2024;23.61;164.04;10.31;20.77
14/2/2024;27.24;190.83;11.51;23.25
15/2/2024;28.61;183.79;11.28;23.32
16/2/2024;26.16;162.75;12.04;20.45
17/2/2024;27.7;135.54;11.82;20.69
18/2/2024;23.35;123.75;12.17;23.21
19/2/2024;22.76;127.25;16.32;24.93
20/2/2024;22.32;127.33;13.88;24.45
21/2/2024;21.27;108.67;19.21;22.57
22/2/2024;19.36;95.33;13.49;20.04
23/2/2024;19.74;102.17;9.32;19.31
24/2/2024;26.48;139.42;11.41;20.71
25/2/2024;45.33;214.75;10.97;26.25
26/2/2024;54.1;216.04;18.46;30.09
27/2/2024;68.9;252.46;19.64;27.48
28/2/2024;80.21;256;19.31;30.98
29/2/2024;77.38;253.88;20.77;36.26
1/3/2024;103.46;368.79;23.08;40.17
2/3/2024;87.92;305.42;23.24;41.26
3/3/2024;68.73;249.71;20.38;36.47
4/3/2024;59.4;313.58;18.56;33.06
5/3/2024;65.05;240.15;15.74;30.95
6/3/2024;53.48;256.33;17.39;29.53
7/3/2024;102.82;333.12;14.71;28.5
8/3/2024;74.05;277.71;14.15;26.58
9/3/2024;50.54;210.75;13.9;24.1
10/3/2024;42.94;173.33;11.87;23.1
11/3/2024;37.04;156;12.31;21.96
12/3/2024;31.15;145.04;12.36;20.86
13/3/2024;26.72;119.67;11.73;21.35
14/3/2024;29.06;111.88;16.22;19.86
15/3/2024;26.03;103.96;13.73;19.19
16/3/2024;23.45;100.88;14.56;17.81
17/3/2024;24.4;123.96;15.99;26.35
18/3/2024;34.87;207.17;19.51;24.31
19/3/2024;34.19;143.12;21.99;29.19
20/3/2024;32.08;146.46;20.68;30.65
21/3/2024;29.3;129.17;16.92;28.62
22/3/2024;40.64;153.21;18.55;30.18
23/3/2024;49.02;178.5;25.84;34.47
24/3/2024;40.79;178.92;26.56;40.02
25/3/2024;34.62;151.71;21.21;36.6
26/3/2024;32.5;227.88;19.42;35.44
27/3/2024;53.28;242.83;19.43;35.03
28/3/2024;41.79;240.62;16.52;32.69
29/3/2024;41.07;208.88;15.89;29.29
30/3/2024;37.52;172.25;16.82;27.99
31/3/2024;32.75;143.54;18.14;27.97
1/4/2024;32.62;149.96;18.08;33.24
2/4/2024;30.78;145.83;16.21;30.59
3/4/2024;28.06;143.33;14.28;29.94
4/4/2024;26.77;130.08;13.49;28.91
5/4/2024;25.22;117.88;14.28;30.31
6/4/2024;23.25;110.29;16.52;28.37
7/4/2024;30.52;125.12;18.14;29.63
8/4/2024;29.06;110.83;17.82;26.88
9/4/2024;24.58;103.12;18.59;27.03
10/4/2024;22.89;107.54;16.57;26.08
11/4/2024;24.24;114.67;15.1;26.29
12/4/2024;23.89;111.96;16.86;29.47
13/4/2024;22.9;98.91;14.51;27.29
14/4/2024;22.01;88.14;14.2;24.65
15/4/2024;20.49;82.42;11.85;24.47
16/4/2024;18.84;82.08;9.83;23.42
17/4/2024;18.11;74.83;10.62;22.64
18/4/2024;17.99;70.96;11.28;21.69
19/4/2024;18.73;81.38;8.55;21.24
20/4/2024;18.29;78.67;8.2;22.17
21/4/2024;17.51;69.12;8.75;21.54
22/4/2024;17.2;66.33;8.28;21.05
23/4/2024;17;63.21;7.74;20.03
24/4/2024;16.18;63.33;7.2;19.25
25/4/2024;15.05;60.42;7.96;18.83
26/4/2024;14.64;58.38;6.39;18.24
27/4/2024;14.57;59.79;7.99;17.05
28/4/2024;14.33;57.33;11.17;16.39
29/4/2024;14.14;56.33;11.37;16.04
30/4/2024;14.27;57.67;9.44;16.05
1/5/2024;13.85;53.75;8.33;16.07
2/5/2024;13.39;58.46;7.62;16.08
3/5/2024;14.56;59.17;7;16.1
4/5/2024;15.65;70.83;7.07;16.05
5/5/2024;14.9;62.54;8.88;15.9
6/5/2024;13.7;53.75;10.8;15.95
7/5/2024;13.05;54.46;8.48;15.76
8/5/2024;12.49;48.21;5.33;15.5
9/5/2024;12.28;45.28;7.03;15.27
10/5/2024;15.33;61.12;7.59;15.17
11/5/2024;13.8;51.29;6.66;15.21
12/5/2024;12.89;45.92;7.24;14.9
13/5/2024;12.47;44.75;7.85;14.81
14/5/2024;12.03;49.25;8.25;14.8
15/5/2024;12.45;66.67;8.15;14.73
16/5/2024;13.18;66.46;9.23;14.73
17/5/2024;14.22;63.25;10.12;14.75
18/5/2024;13.85;51;11.63;14.67
19/5/2024;13.1;53.75;8.23;14.73
20/5/2024;12.92;54.92;6.06;14.87
21/5/2024;12.42;49.92;7.57;14.55
22/5/2024;11.74;47.5;7.8;14.39
23/5/2024;11.18;44.96;9.06;13.97
24/5/2024;10.45;46.5;8.19;13.85
25/5/2024;10.38;45.5;5.63;13.73
26/5/2024;10.33;45.17;6.13;13.25
27/5/2024;10.2;44.12;5.81;13.06
28/5/2024;10.37;48.17;5.38;13.02
29/5/2024;9.96;45.08;6.09;12.87
30/5/2024;9.91;38.33;5.8;12.69
31/5/2024;9.6;36.62;5.62;12.6
01/06/2024;9.33;35.46;5.28;12.35
02/06/2024;9.25;34.92;3.29;12.14
03/06/2024;9.03;34.92;6.0;12.05
04/06/2024;8.6;34.79;4.89;11.95
05/06/2024;8.33;33.0;4.31;11.89
06/06/2024;8.4;33.33;4.06;11.8
07/06/2024;8.35;31.29;3.6;11.8
08/06/2024;8.32;30.88;3.34;11.74
09/06/2024;8.68;30.71;3.6;11.65
10/06/2024;8.48;30.25;2.71;11.58
11/06/2024;8.23;30.08;3.25;11.49
12/06/2024;8.12;28.17;2.89;11.38
13/06/2024;7.92;27.79;2.42;11.25
14/06/2024;8.32;28.0;2.56;11.19
15/06/2024;8.22;28.46;3.14;11.2
16/06/2024;8.73;28.0;2.92;11.2
17/06/2024;8.38;28.62;2.65;11.2
18/06/2024;8.3;40.46;2.51;11.13
19/06/2024;9.15;67.79;2.48;11.03
20/06/2024;11.07;54.25;2.7;10.95
21/06/2024;11.17;47.42;2.84;10.95
22/06/2024;10.03;41.42;2.73;10.82
23/06/2024;9.5;34.88;3.08;10.8
24/06/2024;8.6;30.96;2.74;10.69
25/06/2024;8.13;30.5;2.78;10.55
26/06/2024;7.88;29.54;2.77;10.43
27/06/2024;7.78;29.46;2.27;10.13
